"QDate","FwdYM","FwdPrice","SpotPrice","BCHMark","MMDiff","QYM"
2011-03-10,2012-05-15,108.0154,110.75,"DUBAI",14,2011-03-15
2011-03-10,2012-06-15,107.688,110.75,"DUBAI",15,2011-03-15
2011-03-10,2012-07-15,107.3935,110.75,"DUBAI",16,2011-03-15
2011-03-10,2012-08-15,107.1267,110.75,"DUBAI",17,2011-03-15
2011-03-10,2012-09-15,106.868,110.75,"DUBAI",18,2011-03-15
2011-03-10,2012-10-15,106.668,110.75,"DUBAI",19,2011-03-15
2011-03-10,2012-11-15,106.458,110.75,"DUBAI",20,2011-03-15
2011-03-10,2012-12-15,106.268,110.75,"DUBAI",21,2011-03-15
2011-03-10,2013-01-15,106.0898,110.75,"DUBAI",22,2011-03-15
2011-03-10,2013-02-15,105.916,110.75,"DUBAI",23,2011-03-15
2011-03-10,2013-03-15,105.77,110.75,"DUBAI",24,2011-03-15
2011-03-10,2013-04-15,105.6162,110.75,"DUBAI",25,2011-03-15
2011-03-10,2013-05-15,105.4697,110.75,"DUBAI",26,2011-03-15
2011-03-10,2013-06-15,105.32,110.75,"DUBAI",27,2011-03-15
2011-03-10,2013-07-15,105.2054,110.75,"DUBAI",28,2011-03-15
2011-03-10,2013-08-15,105.0825,110.75,"DUBAI",29,2011-03-15
2011-03-10,2013-09-15,104.9709,110.75,"DUBAI",30,2011-03-15
2011-03-10,2013-10-15,104.881,110.75,"DUBAI",31,2011-03-15
2011-03-10,2013-11-15,104.7694,110.75,"DUBAI",32,2011-03-15
2011-03-10,2013-12-15,104.6551,110.75,"DUBAI",33,2011-03-15
2011-03-11,2011-03-15,108.42,108.42,"DUBAI",0,2011-03-15
2011-03-11,2011-04-15,109.75,108.42,"DUBAI",1,2011-03-15
2011-03-11,2011-05-15,109.45,108.42,"DUBAI",2,2011-03-15
2011-03-11,2011-06-15,109.25,108.42,"DUBAI",3,2011-03-15
2011-03-11,2011-07-15,109.09,108.42,"DUBAI",4,2011-03-15
2011-03-11,2011-08-15,108.94,108.42,"DUBAI",5,2011-03-15
2011-03-11,2011-09-15,108.79,108.42,"DUBAI",6,2011-03-15
2011-03-11,2011-10-15,108.63,108.42,"DUBAI",7,2011-03-15
2011-03-11,2011-11-15,108.47,108.42,"DUBAI",8,2011-03-15
2011-03-11,2011-12-15,108.3,108.42,"DUBAI",9,2011-03-15
2011-03-11,2012-01-15,108.08,108.42,"DUBAI",10,2011-03-15
2011-03-11,2012-02-15,107.8,108.42,"DUBAI",11,2011-03-15
2011-03-11,2012-03-15,107.47,108.42,"DUBAI",12,2011-03-15
2011-03-11,2012-04-15,107.09,108.42,"DUBAI",13,2011-03-15
2011-03-11,2012-05-15,106.7966,108.42,"DUBAI",14,2011-03-15
2011-03-11,2012-06-15,106.4797,108.42,"DUBAI",15,2011-03-15
2011-03-11,2012-07-15,106.1895,108.42,"DUBAI",16,2011-03-15
2011-03-11,2012-08-15,105.9279,108.42,"DUBAI",17,2011-03-15
2011-03-11,2012-09-15,105.674,108.42,"DUBAI",18,2011-03-15
2011-03-11,2012-10-15,105.4688,108.42,"DUBAI",19,2011-03-15
2011-03-11,2012-11-15,105.2595,108.42,"DUBAI",20,2011-03-15
2011-03-11,2012-12-15,105.074,108.42,"DUBAI",21,2011-03-15
2011-03-11,2013-01-15,104.8904,108.42,"DUBAI",22,2011-03-15
2011-03-11,2013-02-15,104.706,108.42,"DUBAI",23,2011-03-15
2011-03-11,2013-03-15,104.5505,108.42,"DUBAI",24,2011-03-15
2011-03-11,2013-04-15,104.3867,108.42,"DUBAI",25,2011-03-15
2011-03-11,2013-05-15,104.1992,108.42,"DUBAI",26,2011-03-15
2011-03-11,2013-06-15,103.974,108.42,"DUBAI",27,2011-03-15
2011-03-11,2013-07-15,103.7949,108.42,"DUBAI",28,2011-03-15
2011-03-11,2013-08-15,103.6222,108.42,"DUBAI",29,2011-03-15
2011-03-11,2013-09-15,103.474,108.42,"DUBAI",30,2011-03-15
2011-03-11,2013-10-15,103.3514,108.42,"DUBAI",31,2011-03-15
2011-03-11,2013-11-15,103.2254,108.42,"DUBAI",32,2011-03-15
2011-03-11,2013-12-15,103.1111,108.42,"DUBAI",33,2011-03-15
2011-03-14,2011-03-15,106.35,106.35,"DUBAI",0,2011-03-15
2011-03-14,2011-04-15,105.6,106.35,"DUBAI",1,2011-03-15
2011-03-14,2011-05-15,105.45,106.35,"DUBAI",2,2011-03-15
2011-03-14,2011-06-15,105.39,106.35,"DUBAI",3,2011-03-15
2011-03-14,2011-07-15,105.33,106.35,"DUBAI",4,2011-03-15
2011-03-14,2011-08-15,105.27,106.35,"DUBAI",5,2011-03-15
2011-03-14,2011-09-15,105.2,106.35,"DUBAI",6,2011-03-15
2011-03-14,2011-10-15,105.13,106.35,"DUBAI",7,2011-03-15
2011-03-14,2011-11-15,105.06,106.35,"DUBAI",8,2011-03-15
2011-03-14,2011-12-15,104.99,106.35,"DUBAI",9,2011-03-15
2011-03-14,2012-01-15,104.85,106.35,"DUBAI",10,2011-03-15
2011-03-14,2012-02-15,104.63,106.35,"DUBAI",11,2011-03-15
2011-03-14,2012-03-15,104.37,106.35,"DUBAI",12,2011-03-15
2011-03-14,2012-04-15,104.08,106.35,"DUBAI",13,2011-03-15
2011-03-14,2012-05-15,103.8286,106.35,"DUBAI",14,2011-03-15
2011-03-14,2012-06-15,103.5217,106.35,"DUBAI",15,2011-03-15
2011-03-14,2012-07-15,103.2369,106.35,"DUBAI",16,2011-03-15
2011-03-14,2012-08-15,102.9851,106.35,"DUBAI",17,2011-03-15
2011-03-14,2012-09-15,102.748,106.35,"DUBAI",18,2011-03-15
2011-03-14,2012-10-15,102.5612,106.35,"DUBAI",19,2011-03-15
2011-03-14,2012-11-15,102.3724,106.35,"DUBAI",20,2011-03-15
2011-03-14,2012-12-15,102.2125,106.35,"DUBAI",21,2011-03-15
2011-03-14,2013-01-15,102.0487,106.35,"DUBAI",22,2011-03-15
2011-03-14,2013-02-15,101.88,106.35,"DUBAI",23,2011-03-15
2011-03-14,2013-03-15,101.728,106.35,"DUBAI",24,2011-03-15
2011-03-14,2013-04-15,101.5687,106.35,"DUBAI",25,2011-03-15
2011-03-14,2013-05-15,101.4021,106.35,"DUBAI",26,2011-03-15
2011-03-14,2013-06-15,101.226,106.35,"DUBAI",27,2011-03-15
2011-03-14,2013-07-15,101.093,106.35,"DUBAI",28,2011-03-15
2011-03-14,2013-08-15,100.9551,106.35,"DUBAI",29,2011-03-15
2011-03-14,2013-09-15,100.8217,106.35,"DUBAI",30,2011-03-15
2011-03-14,2013-10-15,100.7086,106.35,"DUBAI",31,2011-03-15
2011-03-14,2013-11-15,100.5874,106.35,"DUBAI",32,2011-03-15
2011-03-14,2013-12-15,100.4731,106.35,"DUBAI",33,2011-03-15
2011-03-15,2011-03-15,106.35,106.35,"DUBAI",0,2011-03-15
2011-03-15,2011-04-15,105.73,106.35,"DUBAI",1,2011-03-15
2011-03-15,2011-05-15,105.68,106.35,"DUBAI",2,2011-03-15
2011-03-15,2011-06-15,105.63,106.35,"DUBAI",3,2011-03-15
2011-03-15,2011-07-15,105.57,106.35,"DUBAI",4,2011-03-15
2011-03-15,2011-08-15,105.5,106.35,"DUBAI",5,2011-03-15
2011-03-15,2011-09-15,105.42,106.35,"DUBAI",6,2011-03-15
2011-03-15,2011-10-15,105.34,106.35,"DUBAI",7,2011-03-15
2011-03-15,2011-11-15,105.25,106.35,"DUBAI",8,2011-03-15
2011-03-15,2011-12-15,105.15,106.35,"DUBAI",9,2011-03-15
2011-03-15,2012-01-15,104.99,106.35,"DUBAI",10,2011-03-15
2011-03-15,2012-02-15,104.77,106.35,"DUBAI",11,2011-03-15
2011-03-15,2012-03-15,104.51,106.35,"DUBAI",12,2011-03-15
2011-03-15,2012-04-15,104.2,106.35,"DUBAI",13,2011-03-15
2011-03-15,2012-05-15,103.9506,106.35,"DUBAI",14,2011-03-15
2011-03-15,2012-06-15,103.6694,106.35,"DUBAI",15,2011-03-15
2011-03-15,2012-07-15,103.3944,106.35,"DUBAI",16,2011-03-15
2011-03-15,2012-08-15,103.1419,106.35,"DUBAI",17,2011-03-15
2011-03-15,2012-09-15,102.882,106.35,"DUBAI",18,2011-03-15
2011-03-15,2012-10-15,102.6676,106.35,"DUBAI",19,2011-03-15
2011-03-15,2012-11-15,102.4644,106.35,"DUBAI",20,2011-03-15
2011-03-15,2012-12-15,102.299,106.35,"DUBAI",21,2011-03-15
2011-03-15,2013-01-15,102.1253,106.35,"DUBAI",22,2011-03-15
2011-03-15,2013-02-15,101.94,106.35,"DUBAI",23,2011-03-15
2011-03-15,2013-03-15,101.78,106.35,"DUBAI",24,2011-03-15
2011-03-15,2013-04-15,101.6044,106.35,"DUBAI",25,2011-03-15
2011-03-15,2013-05-15,101.398,106.35,"DUBAI",26,2011-03-15
2011-03-15,2013-06-15,101.174,106.35,"DUBAI",27,2011-03-15
2011-03-15,2013-07-15,101.0145,106.35,"DUBAI",28,2011-03-15
2011-03-15,2013-08-15,100.8671,106.35,"DUBAI",29,2011-03-15
2011-03-15,2013-09-15,100.7451,106.35,"DUBAI",30,2011-03-15
2011-03-15,2013-10-15,100.651,106.35,"DUBAI",31,2011-03-15
2011-03-15,2013-11-15,100.5451,106.35,"DUBAI",32,2011-03-15
2011-03-15,2013-12-15,100.4404,106.35,"DUBAI",33,2011-03-15
2011-03-16,2011-03-15,104.5,104.5,"DUBAI",0,2011-03-15
2011-03-16,2011-04-15,102.01,104.5,"DUBAI",1,2011-03-15
2011-03-16,2011-05-15,101.96,104.5,"DUBAI",2,2011-03-15
2011-03-16,2011-06-15,101.92,104.5,"DUBAI",3,2011-03-15
2011-03-16,2011-07-15,101.87,104.5,"DUBAI",4,2011-03-15
2011-03-16,2011-08-15,101.82,104.5,"DUBAI",5,2011-03-15
2011-03-16,2011-09-15,101.77,104.5,"DUBAI",6,2011-03-15
2011-03-16,2011-10-15,101.71,104.5,"DUBAI",7,2011-03-15
2011-03-16,2011-11-15,101.64,104.5,"DUBAI",8,2011-03-15
2011-03-16,2011-12-15,101.56,104.5,"DUBAI",9,2011-03-15
2011-03-16,2012-01-15,101.46,104.5,"DUBAI",10,2011-03-15
2011-03-16,2012-02-15,101.31,104.5,"DUBAI",11,2011-03-15
2011-03-16,2012-03-15,101.12,104.5,"DUBAI",12,2011-03-15
2011-03-16,2012-04-15,100.88,104.5,"DUBAI",13,2011-03-15
2011-03-16,2012-05-15,100.6743,104.5,"DUBAI",14,2011-03-15
2011-03-16,2012-06-15,100.4246,104.5,"DUBAI",15,2011-03-15
2011-03-16,2012-07-15,100.1878,104.5,"DUBAI",16,2011-03-15
2011-03-16,2012-08-15,99.9603,104.5,"DUBAI",17,2011-03-15
2011-03-16,2012-09-15,99.716,104.5,"DUBAI",18,2011-03-15
2011-03-16,2012-10-15,99.516,104.5,"DUBAI",19,2011-03-15
2011-03-16,2012-11-15,99.3224,104.5,"DUBAI",20,2011-03-15
2011-03-16,2012-12-15,99.1735,104.5,"DUBAI",21,2011-03-15
2011-03-16,2013-01-15,99.0296,104.5,"DUBAI",22,2011-03-15
2011-03-16,2013-02-15,98.882,104.5,"DUBAI",23,2011-03-15
2011-03-16,2013-03-15,98.7545,104.5,"DUBAI",24,2011-03-15
2011-03-16,2013-04-15,98.6305,104.5,"DUBAI",25,2011-03-15
2011-03-16,2013-05-15,98.4821,104.5,"DUBAI",26,2011-03-15
2011-03-16,2013-06-15,98.3,104.5,"DUBAI",27,2011-03-15
2011-03-16,2013-07-15,98.1577,104.5,"DUBAI",28,2011-03-15
2011-03-16,2013-08-15,98.0151,104.5,"DUBAI",29,2011-03-15
2011-03-16,2013-09-15,97.8931,104.5,"DUBAI",30,2011-03-15
2011-03-16,2013-10-15,97.799,104.5,"DUBAI",31,2011-03-15
2011-03-16,2013-11-15,97.6931,104.5,"DUBAI",32,2011-03-15
2011-03-16,2013-12-15,97.5884,104.5,"DUBAI",33,2011-03-15
2011-03-17,2011-03-15,105.95,105.95,"DUBAI",0,2011-03-15
2011-03-17,2011-04-15,103.95,105.95,"DUBAI",1,2011-03-15
2011-03-17,2011-05-15,103.8,105.95,"DUBAI",2,2011-03-15
2011-03-17,2011-06-15,103.69,105.95,"DUBAI",3,2011-03-15
2011-03-17,2011-07-15,103.58,105.95,"DUBAI",4,2011-03-15
2011-03-17,2011-08-15,103.47,105.95,"DUBAI",5,2011-03-15
2011-03-17,2011-09-15,103.36,105.95,"DUBAI",6,2011-03-15
2011-03-17,2011-10-15,103.25,105.95,"DUBAI",7,2011-03-15
2011-03-17,2011-11-15,103.13,105.95,"DUBAI",8,2011-03-15
2011-03-17,2011-12-15,103,105.95,"DUBAI",9,2011-03-15
2011-03-17,2012-01-15,102.83,105.95,"DUBAI",10,2011-03-15
2011-03-17,2012-02-15,102.6,105.95,"DUBAI",11,2011-03-15
2011-03-17,2012-03-15,102.32,105.95,"DUBAI",12,2011-03-15
2011-03-17,2012-04-15,101.98,105.95,"DUBAI",13,2011-03-15
2011-03-17,2012-05-15,101.6906,105.95,"DUBAI",14,2011-03-15
2011-03-17,2012-06-15,101.3637,105.95,"DUBAI",15,2011-03-15
2011-03-17,2012-07-15,101.0635,105.95,"DUBAI",16,2011-03-15
2011-03-17,2012-08-15,100.7867,105.95,"DUBAI",17,2011-03-15
2011-03-17,2012-09-15,100.506,105.95,"DUBAI",18,2011-03-15
2011-03-17,2012-10-15,100.2776,105.95,"DUBAI",19,2011-03-15
2011-03-17,2012-11-15,100.0316,105.95,"DUBAI",20,2011-03-15
2011-03-17,2012-12-15,99.796,105.95,"DUBAI",21,2011-03-15
2011-03-17,2013-01-15,99.5571,105.95,"DUBAI",22,2011-03-15
2011-03-17,2013-02-15,99.316,105.95,"DUBAI",23,2011-03-15
2011-03-17,2013-03-15,99.118,105.95,"DUBAI",24,2011-03-15
2011-03-17,2013-04-15,98.9244,105.95,"DUBAI",25,2011-03-15
2011-03-17,2013-05-15,98.7284,105.95,"DUBAI",26,2011-03-15
2011-03-17,2013-06-15,98.508,105.95,"DUBAI",27,2011-03-15
2011-03-17,2013-07-15,98.3289,105.95,"DUBAI",28,2011-03-15
2011-03-17,2013-08-15,98.1453,105.95,"DUBAI",29,2011-03-15
2011-03-17,2013-09-15,97.9766,105.95,"DUBAI",30,2011-03-15
2011-03-17,2013-10-15,97.835,105.95,"DUBAI",31,2011-03-15
2011-03-17,2013-11-15,97.6994,105.95,"DUBAI",32,2011-03-15
2011-03-17,2013-12-15,97.5851,105.95,"DUBAI",33,2011-03-15
2011-03-18,2011-03-15,110.38,110.38,"DUBAI",0,2011-03-15
2011-03-18,2011-04-15,110,110.38,"DUBAI",1,2011-03-15
2011-03-18,2011-05-15,109.85,110.38,"DUBAI",2,2011-03-15
2011-03-18,2011-06-15,109.7,110.38,"DUBAI",3,2011-03-15
2011-03-18,2011-07-15,109.55,110.38,"DUBAI",4,2011-03-15
2011-03-18,2011-08-15,109.4,110.38,"DUBAI",5,2011-03-15
2011-03-18,2011-09-15,109.25,110.38,"DUBAI",6,2011-03-15
2011-03-18,2011-10-15,109.08,110.38,"DUBAI",7,2011-03-15
2011-03-18,2011-11-15,108.91,110.38,"DUBAI",8,2011-03-15
2011-03-18,2011-12-15,108.73,110.38,"DUBAI",9,2011-03-15
2011-03-18,2012-01-15,108.53,110.38,"DUBAI",10,2011-03-15
2011-03-18,2012-02-15,108.3,110.38,"DUBAI",11,2011-03-15
2011-03-18,2012-03-15,108,110.38,"DUBAI",12,2011-03-15
2011-03-18,2012-04-15,107.64,110.38,"DUBAI",13,2011-03-15
2011-03-18,2012-05-15,107.3073,110.38,"DUBAI",14,2011-03-15
2011-03-18,2012-06-15,106.916,110.38,"DUBAI",15,2011-03-15
2011-03-18,2012-07-15,106.5578,110.38,"DUBAI",16,2011-03-15
2011-03-18,2012-08-15,106.2438,110.38,"DUBAI",17,2011-03-15
2011-03-18,2012-09-15,105.946,110.38,"DUBAI",18,2011-03-15
2011-03-18,2012-10-15,105.6695,110.38,"DUBAI",19,2011-03-15
2011-03-18,2012-11-15,105.3896,110.38,"DUBAI",20,2011-03-15
2011-03-18,2012-12-15,105.1275,110.38,"DUBAI",21,2011-03-15
2011-03-18,2013-01-15,104.8696,110.38,"DUBAI",22,2011-03-15
2011-03-18,2013-02-15,104.606,110.38,"DUBAI",23,2011-03-15
2011-03-18,2013-03-15,104.352,110.38,"DUBAI",24,2011-03-15
2011-03-18,2013-04-15,104.0896,110.38,"DUBAI",25,2011-03-15
2011-03-18,2013-05-15,103.8403,110.38,"DUBAI",26,2011-03-15
2011-03-18,2013-06-15,103.56,110.38,"DUBAI",27,2011-03-15
2011-03-18,2013-07-15,103.3256,110.38,"DUBAI",28,2011-03-15
2011-03-18,2013-08-15,103.086,110.38,"DUBAI",29,2011-03-15
2011-03-18,2013-09-15,102.8774,110.38,"DUBAI",30,2011-03-15
2011-03-18,2013-10-15,102.7282,110.38,"DUBAI",31,2011-03-15
2011-03-18,2013-11-15,102.5803,110.38,"DUBAI",32,2011-03-15
2011-03-18,2013-12-15,102.4531,110.38,"DUBAI",33,2011-03-15
2011-03-21,2011-03-15,108.77,108.77,"DUBAI",0,2011-03-15
2011-03-21,2011-04-15,109.45,108.77,"DUBAI",1,2011-03-15
2011-03-21,2011-05-15,109.3,108.77,"DUBAI",2,2011-03-15
2011-03-21,2011-06-15,109.15,108.77,"DUBAI",3,2011-03-15
2011-03-21,2011-07-15,108.99,108.77,"DUBAI",4,2011-03-15
2011-03-21,2011-08-15,108.83,108.77,"DUBAI",5,2011-03-15
2011-03-21,2011-09-15,108.66,108.77,"DUBAI",6,2011-03-15
2011-03-21,2011-10-15,108.49,108.77,"DUBAI",7,2011-03-15
2011-03-21,2011-11-15,108.32,108.77,"DUBAI",8,2011-03-15
2011-03-21,2011-12-15,108.14,108.77,"DUBAI",9,2011-03-15
2011-03-21,2012-01-15,107.89,108.77,"DUBAI",10,2011-03-15
2011-03-21,2012-02-15,107.61,108.77,"DUBAI",11,2011-03-15
2011-03-21,2012-03-15,107.3,108.77,"DUBAI",12,2011-03-15
2011-03-21,2012-04-15,106.93,108.77,"DUBAI",13,2011-03-15
2011-03-21,2012-05-15,106.5973,108.77,"DUBAI",14,2011-03-15
2011-03-21,2012-06-15,106.2074,108.77,"DUBAI",15,2011-03-15
2011-03-21,2012-07-15,105.8278,108.77,"DUBAI",16,2011-03-15
2011-03-21,2012-08-15,105.4577,108.77,"DUBAI",17,2011-03-15
2011-03-21,2012-09-15,105.076,108.77,"DUBAI",18,2011-03-15
2011-03-21,2012-10-15,104.769,108.77,"DUBAI",19,2011-03-15
2011-03-21,2012-11-15,104.4633,108.77,"DUBAI",20,2011-03-15
2011-03-21,2012-12-15,104.1875,108.77,"DUBAI",21,2011-03-15
2011-03-21,2013-01-15,103.9242,108.77,"DUBAI",22,2011-03-15
2011-03-21,2013-02-15,103.656,108.77,"DUBAI",23,2011-03-15
2011-03-21,2013-03-15,103.4185,108.77,"DUBAI",24,2011-03-15
2011-03-21,2013-04-15,103.1696,108.77,"DUBAI",25,2011-03-15
2011-03-21,2013-05-15,102.8995,108.77,"DUBAI",26,2011-03-15
2011-03-21,2013-06-15,102.594,108.77,"DUBAI",27,2011-03-15
2011-03-21,2013-07-15,102.3451,108.77,"DUBAI",28,2011-03-15
2011-03-21,2013-08-15,102.0851,108.77,"DUBAI",29,2011-03-15
2011-03-21,2013-09-15,101.856,108.77,"DUBAI",30,2011-03-15
2011-03-21,2013-10-15,101.6669,108.77,"DUBAI",31,2011-03-15
2011-03-21,2013-11-15,101.4789,108.77,"DUBAI",32,2011-03-15
2011-03-21,2013-12-15,101.3222,108.77,"DUBAI",33,2011-03-15
2011-03-22,2011-03-15,108.69,108.69,"DUBAI",0,2011-03-15
2011-03-22,2011-04-15,109.12,108.69,"DUBAI",1,2011-03-15
2011-03-22,2011-05-15,109,108.69,"DUBAI",2,2011-03-15
2011-03-22,2011-06-15,108.9,108.69,"DUBAI",3,2011-03-15
2011-03-22,2011-07-15,108.77,108.69,"DUBAI",4,2011-03-15
2011-03-22,2011-08-15,108.64,108.69,"DUBAI",5,2011-03-15
2011-03-22,2011-09-15,108.5,108.69,"DUBAI",6,2011-03-15
2011-03-22,2011-10-15,108.36,108.69,"DUBAI",7,2011-03-15
2011-03-22,2011-11-15,108.21,108.69,"DUBAI",8,2011-03-15
2011-03-22,2011-12-15,108.06,108.69,"DUBAI",9,2011-03-15
2011-03-22,2012-01-15,107.83,108.69,"DUBAI",10,2011-03-15
2011-03-22,2012-02-15,107.56,108.69,"DUBAI",11,2011-03-15
2011-03-22,2012-03-15,107.25,108.69,"DUBAI",12,2011-03-15
2011-03-22,2012-04-15,106.89,108.69,"DUBAI",13,2011-03-15
2011-03-22,2012-05-15,106.5653,108.69,"DUBAI",14,2011-03-15
2011-03-22,2012-06-15,106.1754,108.69,"DUBAI",15,2011-03-15
2011-03-22,2012-07-15,105.7958,108.69,"DUBAI",16,2011-03-15
2011-03-22,2012-08-15,105.431,108.69,"DUBAI",17,2011-03-15
2011-03-22,2012-09-15,105.06,108.69,"DUBAI",18,2011-03-15
2011-03-22,2012-10-15,104.757,108.69,"DUBAI",19,2011-03-15
2011-03-22,2012-11-15,104.4404,108.69,"DUBAI",20,2011-03-15
2011-03-22,2012-12-15,104.1445,108.69,"DUBAI",21,2011-03-15
2011-03-22,2013-01-15,103.8613,108.69,"DUBAI",22,2011-03-15
2011-03-22,2013-02-15,103.566,108.69,"DUBAI",23,2011-03-15
2011-03-22,2013-03-15,103.3,108.69,"DUBAI",24,2011-03-15
2011-03-22,2013-04-15,103.0267,108.69,"DUBAI",25,2011-03-15
2011-03-22,2013-05-15,102.7579,108.69,"DUBAI",26,2011-03-15
2011-03-22,2013-06-15,102.462,108.69,"DUBAI",27,2011-03-15
2011-03-22,2013-07-15,102.2183,108.69,"DUBAI",28,2011-03-15
2011-03-22,2013-08-15,101.9576,108.69,"DUBAI",29,2011-03-15
2011-03-22,2013-09-15,101.7126,108.69,"DUBAI",30,2011-03-15
2011-03-22,2013-10-15,101.5044,108.69,"DUBAI",31,2011-03-15
2011-03-22,2013-11-15,101.3069,108.69,"DUBAI",32,2011-03-15
2011-03-22,2013-12-15,101.145,108.69,"DUBAI",33,2011-03-15
2011-03-23,2011-03-15,109.88,109.88,"DUBAI",0,2011-03-15
2011-03-23,2011-04-15,109.89,109.88,"DUBAI",1,2011-03-15
2011-03-23,2011-05-15,109.76,109.88,"DUBAI",2,2011-03-15
2011-03-23,2011-06-15,109.66,109.88,"DUBAI",3,2011-03-15
2011-03-23,2011-07-15,109.55,109.88,"DUBAI",4,2011-03-15
2011-03-23,2011-08-15,109.44,109.88,"DUBAI",5,2011-03-15
2011-03-23,2011-09-15,109.33,109.88,"DUBAI",6,2011-03-15
2011-03-23,2011-10-15,109.21,109.88,"DUBAI",7,2011-03-15
2011-03-23,2011-11-15,109.09,109.88,"DUBAI",8,2011-03-15
2011-03-23,2011-12-15,108.97,109.88,"DUBAI",9,2011-03-15
2011-03-23,2012-01-15,108.77,109.88,"DUBAI",10,2011-03-15
2011-03-23,2012-02-15,108.57,109.88,"DUBAI",11,2011-03-15
2011-03-23,2012-03-15,108.32,109.88,"DUBAI",12,2011-03-15
2011-03-23,2012-04-15,107.98,109.88,"DUBAI",13,2011-03-15
2011-03-23,2012-05-15,107.6541,109.88,"DUBAI",14,2011-03-15
2011-03-23,2012-06-15,107.2537,109.88,"DUBAI",15,2011-03-15
2011-03-23,2012-07-15,106.8644,109.88,"DUBAI",16,2011-03-15
2011-03-23,2012-08-15,106.4897,109.88,"DUBAI",17,2011-03-15
2011-03-23,2012-09-15,106.102,109.88,"DUBAI",18,2011-03-15
2011-03-23,2012-10-15,105.7806,109.88,"DUBAI",19,2011-03-15
2011-03-23,2012-11-15,105.4598,109.88,"DUBAI",20,2011-03-15
2011-03-23,2012-12-15,105.174,109.88,"DUBAI",21,2011-03-15
2011-03-23,2013-01-15,104.9007,109.88,"DUBAI",22,2011-03-15
2011-03-23,2013-02-15,104.616,109.88,"DUBAI",23,2011-03-15
2011-03-23,2013-03-15,104.365,109.88,"DUBAI",24,2011-03-15
2011-03-23,2013-04-15,104.1116,109.88,"DUBAI",25,2011-03-15
2011-03-23,2013-05-15,103.8623,109.88,"DUBAI",26,2011-03-15
2011-03-23,2013-06-15,103.594,109.88,"DUBAI",27,2011-03-15
2011-03-23,2013-07-15,103.3832,109.88,"DUBAI",28,2011-03-15
2011-03-23,2013-08-15,103.158,109.88,"DUBAI",29,2011-03-15
2011-03-23,2013-09-15,102.9437,109.88,"DUBAI",30,2011-03-15
2011-03-23,2013-10-15,102.7589,109.88,"DUBAI",31,2011-03-15
2011-03-23,2013-11-15,102.5651,109.88,"DUBAI",32,2011-03-15
2011-03-23,2013-12-15,102.3937,109.88,"DUBAI",33,2011-03-15
2011-03-24,2011-03-15,109.57,109.57,"DUBAI",0,2011-03-15
2011-03-24,2011-04-15,108.98,109.57,"DUBAI",1,2011-03-15
2011-03-24,2011-05-15,108.82,109.57,"DUBAI",2,2011-03-15
2011-03-24,2011-06-15,108.69,109.57,"DUBAI",3,2011-03-15
2011-03-24,2011-07-15,108.58,109.57,"DUBAI",4,2011-03-15
2011-03-24,2011-08-15,108.46,109.57,"DUBAI",5,2011-03-15
2011-03-24,2011-09-15,108.34,109.57,"DUBAI",6,2011-03-15
2011-03-24,2011-10-15,108.22,109.57,"DUBAI",7,2011-03-15
2011-03-24,2011-11-15,108.1,109.57,"DUBAI",8,2011-03-15
2011-03-24,2011-12-15,107.97,109.57,"DUBAI",9,2011-03-15
2011-03-24,2012-01-15,107.74,109.57,"DUBAI",10,2011-03-15
2011-03-24,2012-02-15,107.48,109.57,"DUBAI",11,2011-03-15
2011-03-24,2012-03-15,107.17,109.57,"DUBAI",12,2011-03-15
2011-03-24,2012-04-15,106.8,109.57,"DUBAI",13,2011-03-15
2011-03-24,2012-05-15,106.4621,109.57,"DUBAI",14,2011-03-15
2011-03-24,2012-06-15,106.0617,109.57,"DUBAI",15,2011-03-15
2011-03-24,2012-07-15,105.6778,109.57,"DUBAI",16,2011-03-15
2011-03-24,2012-08-15,105.3077,109.57,"DUBAI",17,2011-03-15
2011-03-24,2012-09-15,104.92,109.57,"DUBAI",18,2011-03-15
2011-03-24,2012-10-15,104.6038,109.57,"DUBAI",19,2011-03-15
2011-03-24,2012-11-15,104.2878,109.57,"DUBAI",20,2011-03-15
2011-03-24,2012-12-15,104.002,109.57,"DUBAI",21,2011-03-15
2011-03-24,2013-01-15,103.7233,109.57,"DUBAI",22,2011-03-15
2011-03-24,2013-02-15,103.428,109.57,"DUBAI",23,2011-03-15
2011-03-24,2013-03-15,103.162,109.57,"DUBAI",24,2011-03-15
2011-03-24,2013-04-15,102.8833,109.57,"DUBAI",25,2011-03-15
2011-03-24,2013-05-15,102.6203,109.57,"DUBAI",26,2011-03-15
2011-03-24,2013-06-15,102.352,109.57,"DUBAI",27,2011-03-15
2011-03-24,2013-07-15,102.1308,109.57,"DUBAI",28,2011-03-15
2011-03-24,2013-08-15,101.896,109.57,"DUBAI",29,2011-03-15
2011-03-24,2013-09-15,101.676,109.57,"DUBAI",30,2011-03-15
2011-03-24,2013-10-15,101.4869,109.57,"DUBAI",31,2011-03-15
2011-03-24,2013-11-15,101.2989,109.57,"DUBAI",32,2011-03-15
2011-03-24,2013-12-15,101.1317,109.57,"DUBAI",33,2011-03-15
2011-03-25,2011-03-15,109.58,109.58,"DUBAI",0,2011-03-15
2011-03-25,2011-04-15,109.8,109.58,"DUBAI",1,2011-03-15
2011-03-25,2011-05-15,109.57,109.58,"DUBAI",2,2011-03-15
